production_family,wk,fecha,fa_pn,pn_componente,wo,quantity,cod_defecto,causa,linea,turno
Opus,Week 02,1/7/2020,88000,88009,2046841.0,12,dw4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88009,2046841.0,1,DW07,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88009,2046841.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,88011,2046841.0,22,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,89012,2046841.0,15,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,88014,2046841.0,15,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,84757,2046841.0,1,DW5207,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,45907,2046841.0,5,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,84757,2046841.0,14,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,88023,2046841.0,1,DW406,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88001,2046841.0,6,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88001,2046841.0,1,DW5622,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88001,2046841.0,15,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,88002,2046841.0,1,DW712,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88002,2046841.0,21,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,88003,2046841.0,22,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,88005,2046841.0,16,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,88006,2046841.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,88002,2046841.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 02,1/7/2020,88000,,2046841.0,1,DW4007,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,84757,2046841.0,4,DW5207,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88005,2046841.0,6,DW5633,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,,2046841.0,1,DW101,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,,2046841.0,1,DW200,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88002,2046841.0,4,DW5573,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,88000,88032,2046837.0,5,PKG124,C7-Proceso,Linea9,T 2
Opus,Week 02,1/7/2020,88000,64102,2046837.0,11,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 02,1/7/2020,88000,64102,2046837.0,2,PKG115,C7-Proceso,Linea9,T 2
Opus,Week 02,1/7/2020,88000,88032,2046837.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 02,1/7/2020,88000,88018,2046837.0,1,DW4023,C1-Error del Operador,Linea9,T 2
Opus,Week 02,1/7/2020,88000,88017,2046837.0,1,DW4023,C1-Error del Operador,Linea9,T 2
Opus,Week 02,1/7/2020,88000,88040,2046837.0,1,DW2712,C7-Proceso,Linea9,T 2
Opus,Week 02,1/7/2020,88000,,2046837.0,2,DW4023,C1-Error del Operador,Linea9,T 2
Opus,Week 02,1/7/2020,88000,88032,2046837.0,8,,C17- Pruebas de calidad,Linea9,T 2
Opus,Week 02,1/7/2020,88000,64102,2046837.0,8,,C17- Pruebas de calidad,Linea9,T 2
Opus,Week 02,1/7/2020,88000,88032,2046837.0,2,PKG111,C7-Proceso,Linea9,T 2
Opus,Week 02,1/7/2020,88000,88032,2046837.0,4,PKG119,C7-Proceso,Linea9,T 2
Opus,Week 02,1/7/2020,39388,21209,2047000.0,1,DW2921,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,41454,2047002.0,1,DW5207,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,41454,2047002.0,5,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,41454,2047002.0,10,DW4016,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,31568,2047002.0,8,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,31568,2047002.0,10,DW4016,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,11294,2047002.0,33,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,11294,2047002.0,40,DW4016,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,24907,2047002.0,10,DW4016,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,42403,2047002.0,1,DW701,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,42403,2047002.0,11,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,42403,2047002.0,10,DW4016,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,10326,2047002.0,3,DW400,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,10326,2047002.0,45,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,10326,2047002.0,40,DW4016,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,2,DW200,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,1,DW4007,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,1,DW3906,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,8,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,10,DW4016,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,24907,2047002.0,1,DW4900,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,24907,2047002.0,3,DW4904,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,24907,2047002.0,4,,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,4,DW200,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,1,DW4007,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,4,DW3906,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37569,2047002.0,22,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,42403,2047002.0,4,DW701,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,42403,2047002.0,4,DW4500,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,42403,2047002.0,23,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,31568,2047002.0,8,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,10326,2047002.0,13,DW400,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,10326,2047002.0,113,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,41454,2047002.0,1,DW5205,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,41454,2047002.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,24907,2047002.0,2,DW4904,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,24907,2047002.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,11294,2047002.0,80,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37572,2047002.0,7,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37584,2047002.0,8,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,9570,2047000.0,4,,C17- Pruebas de calidad,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,9570,2047000.0,4,PKG113,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,9570,2047000.0,1,PKG115,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,9570,2047000.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,23780,2047000.0,2,PKG119,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,23780,2047000.0,1,PKG124,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,39388,23780,2047000.0,9,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 02,1/7/2020,86990,9782,2046666.0,12,DW4016,C7-Proceso,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,7335,2046666.0,12,DW4016,C7-Proceso,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,7334,2046666.0,24,DW4016,C7-Proceso,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,26883,2046666.0,12,DW4016,C7-Proceso,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,11503,2046666.0,15,DW4016,C7-Proceso,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,11294,2046666.0,36,DW4016,C7-Proceso,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,30490,2046666.0,12,DW4016,C7-Proceso,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,10113,2046666.0,1,DW2402,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,10781,2046666.0,1,DW3008,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,1844,2046664.0,7,DW4023,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,20642,2046664.0,2,DW2700,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,11378,2046664.0,14,DW2904,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,9782,2046666.0,4,DW200,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,9782,2046666.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,11294,2046666.0,2,DW500,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,11294,2046666.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,30490,2046666.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,11503,2046666.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,26883,2046666.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,7334,2046666.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,30490,2046666.0,1,DW103,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,9782,2046666.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,7335,2046666.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,7334,2046666.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,26883,2046666.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,11503,2046666.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,11294,2046666.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,11781,2046666.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,86990,7335,2046666.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,87000,83761,2046655.0,250,DW4016,C7-Proceso,Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,39388,37572,2047002.0,7,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37572,2047002.0,10,DW4016,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37584,2047002.0,8,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,39388,37584,2047002.0,10,DW4016,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 02,1/7/2020,111000,11294,2048523.0,132,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,4935,2048523.0,1,SM1414,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,4935,2048523.0,32,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,24907,2048523.0,12,SM4904,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,24907,2048523.0,21,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,11301,2048523.0,1,SM4003,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,11301,2048523.0,32,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,11300,2048523.0,4,SM500,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,1,SM3901,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,1,SM4007,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,9,SM3906,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,1,SM200,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,2,SM205,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,19,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,14651,2048523.0,33,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,10326,2048523.0,132,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,11300,2048523.0,29,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,42550,2048523.0,1,SM3007,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,42550,2048523.0,32,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,11294,2048523.0,47,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,4935,2048523.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,24907,2048523.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,11301,2048523.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,42550,2048523.0,1,SM3300,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,42550,2048523.0,1,SM5207,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,1,SM4007,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,4,SM200,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,22746,2048523.0,10,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,14651,2048523.0,4,SM701,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,14651,2048523.0,4,SM4502,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,14651,2048523.0,7,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,10326,2048523.0,60,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,111000,11294,2048523.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 02,1/7/2020,63374,81934,2046912.0,20,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,49814,2046912.0,20,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,83631,2046912.0,5,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,83630,2046912.0,5,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,86000,82881,2048590.0,7,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,82882,2048590.0,7,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,82884,2048590.0,7,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,86003,2048590.0,7,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,42071,2048590.0,7,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,37572,2048590.0,7,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,84101,2048590.0,7,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,42071,2048590.0,5,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,82884,2048590.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 02,1/7/2020,86000,82882,2048590.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 02,1/7/2020,86000,82881,2048590.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 02,1/7/2020,86000,86003,2048590.0,7,DW5579,C7-Proceso,Linea9,T 2
Opus,Week 02,1/7/2020,86000,88001,2046838.0,9,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,88002,2046838.0,9,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,88003,2046838.0,9,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,88005,2046838.0,9,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,88006,2046838.0,9,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,86000,88001,2046838.0,9,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 02,1/7/2020,63374,83630,2046912.0,10,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,81934,2046912.0,84,DW4016,C7-Proceso,Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,49814,2046912.0,95,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,81934,2046912.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,83630,2046912.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,49814,2046912.0,60,DW5594,C7-Proceso,Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,83631,2046912.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,41190,2046912.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,83631,2046912.0,10,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,81934,2046912.0,40,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,49814,2046912.0,40,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 1
Opus,Week 02,1/7/2020,63374,83631,2046912.0,5,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,83630,2046912.0,5,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,49814,2046912.0,20,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,81934,2046912.0,20,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,81934,2046912.0,24,DW5598,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,83631,2046912.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,63374,83630,2046912.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 18 (Wire to Wire),T 2
Opus,Week 02,1/7/2020,86990,7335,2046665.0,10,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,26883,2046665.0,10,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,11294,2046665.0,30,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,11503,2046665.0,11,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,30490,2046665.0,8,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,9782,2046665.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,7334,2046665.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,7335,2046665.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,26883,2046665.0,1,DW1804,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,11503,2046665.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,11294,2046665.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,9782,2046665.0,10,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,86990,7334,2046665.0,20,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 02,1/7/2020,12197,11279,2046664.0,4,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,11279,2046664.0,4,PKG103,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,11279,2046664.0,2,PKG119,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,11279,2046664.0,5,PKG124,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,9570,2046664.0,11,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,9570,2046664.0,13,PKG115,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,9570,2046664.0,2,PKG116,C1-Error del Operador,Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,11279,2046664.0,15,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,12197,9570,2046664.0,4,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 7 (Reflex),T 1
Opus,Week 02,1/7/2020,87000,9570,2046656.0,4,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,11279,2046656.0,4,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,11378,2046655.0,8,DE2903,C7-Proceso,Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,1844,2046655.0,1,DE1850,C1-Error del Operador,Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,83761,2046655.0,1,DE1850,C1-Error del Operador,Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,9570,2046655.0,2,PKG113,C7-Proceso,Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,9570,2046655.0,9,PKG115,C7-Proceso,Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,9570,2046655.0,1,PKG117,C7-Proceso,Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,9570,2046655.0,35,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 6 (Evac),T 1
Opus,Week 02,1/7/2020,87000,11279,2046655.0,4,PKG105,C7-Proceso,Line 6 (Evac),T 1
