production_family,wk,fecha,fa_pn,pn_componente,wo,quantity,cod_defecto,causa,linea,turno
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046620.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046620.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,48423,2046620.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,48421,2046620.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,48423,2046620.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,48415,2046620.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,32792,242800,2046607.0,2,D1244,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 01,1/6/2020,37801,37800,2047379.0,6,,C14-Pruebas de pull test (No requiere codigo defecto),Laser,T 1
Wands (Kamuk),Week 01,1/6/2020,36700,22621,2047375.0,6,,C14-Pruebas de pull test (No requiere codigo defecto),Laser,T 2
Wands (Kamuk),Week 01,1/6/2020,36700,22620,2047375.0,6,,C14-Pruebas de pull test (No requiere codigo defecto),Laser,T 2
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4066,2046828.0,2,CA12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4067,2046828.0,5,CA06,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR3486,2046828.0,105,CA12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4066,2046826.0,2,CA12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR3486,2046826.0,2,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR3486,2046826.0,5,CA12,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR3486,2046826.0,7,CA12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4067,2046826.0,4,CA06,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4066,2046826.0,1,CA12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR3486,2046826.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4067,2046826.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4066,2046826.0,1,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR3486,2046826.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4067,2046826.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4067,2046826.0,1,CA06,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3728,2046818.0,28,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR4116,2046818.0,20,PKG119,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR4116,2046818.0,8,,C17- Pruebas de calidad,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3729,2046818.0,52,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3727,2046818.0,44,PKG119,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3727,2046818.0,8,,C17- Pruebas de calidad,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR4117,2046818.0,3,PKG106,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR4260,2046818.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3573,2046818.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR1828,2046818.0,5,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3637,2046818.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR4454,2046818.0,1,MR08,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3611,2046818.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3526,2046818.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3523,2046818.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR4455,2046818.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR1828,2046818.0,7,B102,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR1828,2046818.0,5,TS05,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3573,2046818.0,1,TS08,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR4453,2046818.0,1,B109,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR4454,2046818.0,3,TS06,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3560,2046818.0,2,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,4403,MR3989,2046818.0,9,S03,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046624.0,1,DO1644,C1-Error del Operador,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046624.0,1,DO1644,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,48425,2046624.0,1,DO1644,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,48421,2046624.0,1,DO1644,C2-Problemas de Suplidor ,Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046624.0,19,DO1644,C1-Error del Operador,Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046624.0,2,DO1644,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046624.0,2,DO1644,C7-Proceso,Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046624.0,1,DO085,C1-Error del Operador,Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046624.0,1,DO085,C1-Error del Operador,Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046624.0,1,DO085,C1-Error del Operador,Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046624.0,1,DO085,C1-Error del Operador,Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046624.0,1,D1081,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046624.0,1,D1081,C3-Problemas de Equipo,Line 12,T3
Wands (Kamuk),Week 01,1/6/2020,32792,242800,2046608.0,8,DO1644,C1-Error del Operador,Line 14,T3
Wands (Kamuk),Week 01,1/6/2020,32792,242800,2046608.0,3,DO1644,C7-Proceso,Line 14,T3
Wands (Kamuk),Week 01,1/6/2020,48400,49697,2046618.0,6,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,48400,48416,2046618.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,48400,48410,2046618.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,48400,26922,2046618.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,48400,26922,2046618.0,5,PKG119,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,48400,20363,2046618.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,48400,20363,2046618.0,5,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR3486,2046827.0,37,CA01,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4067,2046827.0,2,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4066,2046827.0,2,CA04,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR3486,2046827.0,2,CA09,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4067,2046827.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,MR3557,MR4066,2046827.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/6/2020,48400,48410,2046618.0,1,DO1644,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,48400,231500,2046618.0,1,DO1117,C3-Problemas de Equipo,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,48400,26922,2046618.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,48400,20363,2046618.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,48400,26922,2046618.0,1,PKG105,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,48400,20363,2046618.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,15324,141000,2046598.0,23,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,15324,141000,2046598.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,15324,20359,2046598.0,6,PKG111,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,15324,20359,2046598.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,15324,20359,2046598.0,6,PKG108,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,15324,20359,2046598.0,11,PKG119,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,15324,24791,2046598.0,2,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,56086,45230,2046627.0,1,DO1643,C1-Error del Operador,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,56086,45230,2046627.0,2,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,56086,45230,2046627.0,4,PKG119,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,56086,45230,2046627.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,56086,75060,2046627.0,3,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,56086,56745,2046627.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,56086,55935,2046627.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,56086,50628,2046627.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/6/2020,56086,43840,2046627.0,2,DO1644,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 02,1/6/2020,34496,16594,2046610.0,1,DO085,C1-Error del Operador,Line 14,T 2
Wands (Kamuk),Week 02,1/6/2020,34496,247500,2046610.0,2,,C17- Pruebas de calidad,Line 14,T 2
Wands (Kamuk),Week 02,1/6/2020,32791,23246,2046605.0,1,DO1644,C7-Proceso,Line 14,T 1
Wands (Kamuk),Week 02,1/6/2020,32791,242700,2046605.0,14,D1244,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 02,1/6/2020,32791,242700,2046605.0,5,DO1644,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 02,1/6/2020,32791,242700,2046605.0,5,D1243,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 02,1/6/2020,32791,242700,2046605.0,1,D1243,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 02,1/6/2020,32791,242700,2046605.0,1,D1243,C7-Proceso,Line 14,T 1
Wands (Kamuk),Week 02,1/6/2020,32791,242700,2046605.0,1,DO518,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 02,1/6/2020,66970,66747,2046639.0,1,DO1643,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,66747,2046639.0,1,DO1644,C1-Error del Operador,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,66747,2046639.0,1,DO1647,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,63872,2046639.0,1,DO1644,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,38064,2046639.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,25540,2046639.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,38064,2046639.0,3,PKG111,C3-Problemas de Equipo,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,25540,2046639.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,51668,2046639.0,1,DO1644,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,46807,2046639.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,46805,2046639.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,46806,2046639.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,47446,2046639.0,1,DO1643,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,66461,2046639.0,3,DO1644,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,38065,2046639.0,1,DO085,C1-Error del Operador,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,46808,2046639.0,4,DO1643,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,46807,2046639.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,51668,2046639.0,2,DO1644,C3-Problemas de Equipo,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,46806,2046639.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,46805,2046639.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,25540,2046639.0,6,,C17- Pruebas de calidad,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,38064,2046639.0,6,,C17- Pruebas de calidad,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,38064,2046639.0,15,PKG111,C3-Problemas de Equipo,Line 12,T 2
Wands (Kamuk),Week 02,1/6/2020,66970,25540,2046639.0,15,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 02,1/7/2020,66970,38064,2046636.0,20,do085,C1-Error del Operador,Line 12,T 1
Wands (Kamuk),Week 02,1/7/2020,66970,51668,2047423.0,3,,,Laser,T 1
Wands (Kamuk),Week 02,1/7/2020,14682,14395,2047361.0,6,,C14-Pruebas de pull test (No requiere codigo defecto),Laser,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR1828,2046819.0,5,TS05,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4068,2046819.0,2,A1002,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3206,2046819.0,1,MR09,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3526,2046819.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3523,2046819.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3573,2046819.0,1,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3637,2046819.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4454,2046819.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4454,2046819.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR1828,2046819.0,10,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4455,2046819.0,2,MR07,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3989,2046819.0,5,S03,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4453,2046819.0,1,MR09,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3924,2046819.0,1,MR09,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3637,2046819.0,2,TS01,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3729,2046819.0,30,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3727,2046819.0,8,,C17- Pruebas de calidad,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3727,2046819.0,22,PKG119,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3728,2046819.0,34,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4116,2046819.0,40,PKG119,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4116,2046819.0,8,,C17- Pruebas de calidad,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4117,2046819.0,5,PKG106,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,57407,61190,2046628.0,6,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,57407,61190,2046628.0,2,PKG119,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,57407,55715,2046628.0,6,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,57407,55715,2046628.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,57407,52897,2046628.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4453,2046820.0,1,BI11,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3553,2046820.0,1,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3573,2046820.0,2,TS08,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4455,2046820.0,2,TS06,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3526,2046820.0,1,TS10,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4068,2046820.0,1,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3302,2046820.0,2,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR1828,2046820.0,2,TS12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3989,2046820.0,12,S03,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4455,2046820.0,15,MR07,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4454,2046820.0,15,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR1828,2046820.0,75,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3560,2046820.0,3,MR09,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3547,2046820.0,1,BI03,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4452,2046820.0,2,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4116,2046820.0,8,,C17- Pruebas de calidad,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3729,2046820.0,16,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3728,2046820.0,34,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4116,2046820.0,8,PKG119,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3727,2046820.0,26,PKG119,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR3727,2046820.0,8,,C17- Pruebas de calidad,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,4403,MR4116,2046820.0,11,PKG106,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 02,1/7/2020,34731,17059,2046611.0,2,DO505,C1-Error del Operador,Line 14,T3
Wands (Kamuk),Week 02,1/7/2020,34731,61892,2046611.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14,T3
Wands (Kamuk),Week 02,1/7/2020,34731,17059,2046611.0,2,DO1644,C7-Proceso,Line 14,T3
Wands (Kamuk),Week 02,1/7/2020,34731,61892,2046611.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14,T3
Wands (Kamuk),Week 02,1/7/2020,34731,36142,2046611.0,2,DO1643,C7-Proceso,Line 14,T3
Wands (Kamuk),Week 02,1/7/2020,34731,17059,2046611.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14,T3
Wands (Kamuk),Week 02,1/7/2020,34731,61892,2046611.0,1,DO1644,C1-Error del Operador,Line 14,T3
Wands (Kamuk),Week 02,1/7/2020,34731,247500,2046611.0,2,,C17- Pruebas de calidad,Line 14,T3
Wands (Kamuk),Week 02,1/7/2020,56086,45230,2046627.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,45230,2046627.0,16,PKG121,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,45230,2046627.0,4,PKG119,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,50628,2046627.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,43831,2046627.0,1,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,55935,2046627.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,50628,2046627.0,8,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,75060,2046627.0,8,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,53512,2046627.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,,2046627.0,3,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,56745,2046627.0,10,DO086,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,55935,2046627.0,10,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,,2046627.0,1,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,43839,2046627.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,56745,2046627.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,56086,231500,2046627.0,3,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 02,1/7/2020,49696,36141,2046624.0,1,DO1644,C3-Problemas de Equipo,Line 12,T 1
Wands (Kamuk),Week 02,1/7/2020,49696,49559,2046624.0,1,D1081,C3-Problemas de Equipo,Line 12,T 1
Wands (Kamuk),Week 02,1/7/2020,49696,36141,2046624.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 1
Wands (Kamuk),Week 02,1/7/2020,49696,49559,2046624.0,1,D1081,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 02,1/7/2020,49696,49559,2046624.0,1,D1081,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 02,1/7/2020,49696,49559,2046624.0,1,D1081,C3-Problemas de Equipo,Line 12,T 1
Wands (Kamuk),Week 02,1/7/2020,49696,48421,2046624.0,2,DO1644,C3-Problemas de Equipo,Line 12,T 1
Wands (Kamuk),Week 02,1/7/2020,49696,48421,2046624.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
